"";"X.dep_18";"X.dep_22";"X.dep_36";"X.dep_48";"X.dep_75"
"rabâcher";0,8942;-0,6157;0,2804;0,5366;-0,4221
"barême";0,3264;0,7755;-0,2534;-0,3038;-0,5125
"sobriété";0,2714;1,5012;-1,1037;2,731;-1,5245
"enrichir";0,8255;0,6843;0,4146;0,3002;-1,1103
"vingtaine";0,292;-0,7183;1,1753;-0,4419;0,3144
"fabricant";1,2131;1,6737;-0,7403;1,3007;-2,3507
"tourniquet";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"pâtisserie";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"médical";2,3879;0,804;4,4632;-0,3145;-4,4356
"diversifier";-0,4683;-0,273;-1,2522;1,5991;0,4007
"prendre";1,2058;1,5222;-0,5902;0,3172;-1,6669
"minibus";-0,628;3,885;0,3204;-0,3259;-2,1062
"décret";0,7788;-0,3354;-0,5257;0,2817;-0,3386
"reboisement";3,0894;1,3552;-0,4063;-0,1878;-2,7622
"circonscrire";-0,7003;0,3652;0,2163;-0,1878;0,4152
"téléphoner";0,7387;0,9949;-0,3276;0,2499;-1,1079
"hétéro";-0,2884;0,3918;-0,1673;0,7875;-0,3088
"aveuglément";-0,3024;-0,5221;0,5923;-0,1988;0,4861
"poubelle";-0,4234;-3,3186;-2,4052;0,4996;3,8958
"been";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
"uniformisation";-0,2126;0,4561;-0,3507;-0,3756;0,2925
"biosourcés";-0,2472;1,6186;-0,1434;0,8491;-1,2722
"éducateur";1,6794;0,6321;0,6593;0,7108;-2,1714
"specifiques";-0,3296;-0,2797;-0,1912;1,7686;-0,2313
"livreur";0,7638;-0,2966;-0,5617;-0,2596;0,3078
"plaindre";0,3467;-2,1744;-0,7241;0,6019;1,5873
"webcam";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"pesanteur";-0,206;0,1911;1,5424;-0,0552;-0,5605
"collectent";-0,2884;0,8183;-0,1673;-0,0773;-0,3088
"hémorragie";0,4265;0,5329;-0,3346;-0,1547;-0,3828
"émigrant";-0,6385;2,6427;0,6875;0,487;-2,183
"doper";0,9826;-0,5382;-0,1434;-0,0663;0,2114
"contre_pouvoir";-0,2845;-0,444;-0,9203;-0,4253;1,1028
"péjoratif";0,2128;0,2237;0,3734;-0,1105;-0,2863
"avouer";0,3306;-0,5714;-0,425;0,7255;0,4052
"aile";-0,1923;1,8763;1,4437;0,5366;-2,7773
"versailles";1,0429;-0,5486;-0,4422;-0,2044;0,3329
"blanquer";-0,6891;0,5605;-0,3124;-0,348;0,4303
"e85";2,4487;0,4025;0,3289;1,4699;-2,9053
"etudes";-0,3103;1,0445;-0,2008;-0,1357;-0,6788
"fermement";1,5822;-0,628;-0,6323;0,4204;-0,3915
"majeur";-1,4976;-2,0646;-3,6373;-0,4547;5,3996
"debut";-0,1587;-0,5188;0,3157;-0,1326;0,4807
"we";-1,9052;-2,1688;-0,7334;-0,2895;4,1617
"wc";0,6574;0,6097;1,8762;0,8529;-2,3883
"occulte";-0,5079;-2,4416;-0,1808;-0,4198;2,5398
"terme";-1,8552;-4,5948;0,3829;-0,8802;5,5357
"dialoguer";0,2927;-0,9391;-1,6735;0,5602;1,1596
"bras";-0,7422;0,5324;0,577;-0,3806;-0,3062
"loyer";-1,5031;-4,5444;0,533;0,3339;4,0596
"renoncement";-0,346;0,5107;0,3983;-0,1469;-0,4246
"aiguillon";0,4229;0,5907;0,6188;-0,0552;-1,0234
"induites";-0,1935;0,5305;-0,5498;-0,2541;0,2839
"hétéroclite";-0,3296;0,693;-0,1912;0,7349;-0,4699
"identitaire";-0,762;1,6114;-1,1473;0,4652;-0,5102
"suppléer";-0,2156;-0,6821;0,7316;-0,1602;0,4435
"suffire";0,3553;3,7338;1,0316;1,385;-4,4479
"tranquille";0,8192;-0,5613;1,822;1,4838;-1,4416
"méconnaissance";-0,272;0,3007;0,4864;-0,3239;-0,301
"douanier";-0,6188;0,4925;-0,488;-0,1498;0,4166
"ais";-0,2266;0,5307;-0,1315;2,0892;-0,8929
"air";-3,7203;-4,4873;-1,5671;-1,2278;9,8407
"alur";-0,5355;-1,1661;-0,3107;-0,1436;2,2991
"property";-0,2884;-0,6279;-0,1673;-0,0773;1,238
"rédacteur";-0,3296;-0,7176;-0,1912;-0,0884;1,4148
"coupable";1,1037;0,3816;-1,5;-0,4812;-0,3059
"réserver";-2,1185;-1,7355;-1,6091;-0,3024;4,22
"synchronisation";1,0487;-0,4934;-0,1315;-0,0608;0,1741
"grandiose";1,7971;-0,1754;-0,1434;-0,0663;-0,7818
"aubervilliers";-0,2884;-0,6279;-0,1673;-0,0773;1,238
"lithium";0,3892;1,4094;0,5288;-0,3866;-1,3295
"possible";0,448;0,6628;0,3364;0,9301;-0,9505
"palpable";-0,5149;0,3467;-0,2988;-0,1381;0,5256
"interventionnisme";-0,3296;0,3234;-0,1912;-0,0884;0,3841
"contact";1,6839;0,5336;0,5615;1,0442;-1,9143
"discriminatoire";0,3183;-2,4814;-0,1858;0,2045;1,3908
"frileux";-0,4098;1,207;0,4733;-0,243;-0,7593
"photo";1,126;-0,9206;-0,4018;1,1195;-0,3548
"dépeupler";0,2002;0,4681;-0,251;-0,116;-0,253
"unifier";-0,598;-0,8798;0,2548;-0,4868;1,2612
"menaçant";0,3155;-0,2794;-0,2606;-0,3093;0,3952
"abordable";3,954;3,1156;1,5097;-0,2092;-7,5597
"actualiser";2,8616;0,2865;-0,7959;-0,6628;-0,8223
"franceinter";-0,2266;9,0817;-0,1315;-0,0608;-6,3849
"effarant";-0,2896;-0,2627;-0,4183;0,4446;0,4501
"unification";-0,8857;-0,2336;-0,5139;-0,2375;1,0865
"progresser";1,0988;-0,5828;0,3403;-0,5344;-0,3295
"thatcher";-0,2472;0,4784;-0,1434;-0,0663;0,2114
"grenoble";0,2128;0,2237;-0,239;-0,1105;0,3162
"ménagement";1,0487;0,5307;-0,1315;-0,0608;-0,8929
"honorer";-0,3279;2,2465;-0,4631;0,5565;-1,4116
"reculade";-0,2884;-0,6279;-0,1673;-0,0773;1,238
"détricoter";0,9309;-0,281;0,2915;0,5504;-0,7229
"chantage";-0,5237;-0,235;-1,219;0,8559;0,5445
"maîtriser";-0,4426;-1,428;-1,0311;-1,3153;2,5391
"circonscription";-0,6832;1,8068;-0,6188;-1,6126;-0,4189
"post";-0,654;-1,2087;-0,3233;2,2003;0,7125
"acquittement";0,3141;-0,6279;-0,1673;-0,0773;0,6187
"étayer";-0,2201;-1,3962;-0,2114;-0,2707;1,4111
"illustrer";-0,2287;-1,1384;-0,1909;-0,6131;1,1681
"biotechnologies";0,2569;0,6393;-0,2032;-0,0939;-0,4149
"coran";-1,2359;0,8851;0,3124;-0,3314;0,2421
"broyage";1,0487;-0,1516;0,583;-0,0608;-0,8929
"scrupule";1,0922;0,666;0,4034;2,432;-2,6001
"réver";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"argumenter";-0,4515;1,3585;0,5882;-0,5247;-0,8376
"déposer";0,6634;-0,8441;0,2981;-0,4679;0,506
"collecteur";0,7019;-2,0865;0,9624;-0,3701;0,5398
"nudité";0,3371;-0,5831;-0,1554;-0,0718;0,5545
"informatiser";-1,7096;0,7247;-0,2164;-0,4585;0,5027
"porosité";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
"infantiliser";-0,8857;0,3809;0,4864;1,767;-0,5866
"écolier";-0,8941;-0,6342;-0,9083;-0,4198;2,0755
"war";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"clientélistes";-0,9063;-0,2487;-0,5259;0,368;0,8107
"sûreté";0,2752;0,2843;-0,1402;1,912;-0,8299
"truc";0,2617;0,3284;-0,3483;0,8207;-0,4043
"moralisateur";0,9309;-0,5831;-0,3107;-0,1436;0,3341
"absent";0,3007;0,5754;0,3606;0,3722;-0,6396
"intelligemment";0,3899;-0,9574;0,4022;-0,8396;0,7603
"bouffe";0,3266;-0,2451;0,2163;-0,1878;0,2517
"radioactivité";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"32h";-0,2884;1,3814;0,4952;-0,0773;-1,0074
"prévisibilité";0,4229;-0,4485;-0,1195;-0,0552;0,3713
"référentiel";-0,1375;-0,4561;-0,2629;1,5058;0,209
"élaboration";-1,6474;-0,3763;-0,7786;-0,541;1,6214
"reversement";-0,3154;0,3027;-0,1342;-0,2044;0,3329
"intégriste";-0,2674;0,8368;1,3276;-0,1822;-1,1753
"visée";-0,482;0,3034;-0,599;-0,1883;0,5884
"autonomie";2,7962;5,5245;2,3701;-0,3944;-9,5039
"fou";0,3907;1,8428;-0,2637;-0,368;-1,3395
"concurrent";-0,3554;1,6931;-0,3111;-0,9611;-0,7193
"surnuméraire";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"optimisme";0,241;1,0315;-0,2151;-0,0994;-0,6455
"for";-1,2243;-2,49;-1,1473;-0,5303;5,2101
"économie";0,4906;-0,932;-0,4259;-1,8083;1,1131
"voltaïques";0,514;1,0982;1,5777;-0,1326;-2,1537
"loyal";-0,2519;-0,2115;-0,3824;-0,1768;0,5645
"consul";-0,3296;-0,7176;-0,1912;-0,0884;1,4148
"selection";-0,5149;-0,5507;-0,2988;-0,1381;1,3881
"ordinaire";-0,8092;-0,536;-1,5429;-0,7872;1,9777
"repression";-0,4377;-0,8017;0,4484;-0,2541;0,9008
"expédition";-0,2266;1,0676;0,583;-0,0608;-0,8929
"rebâtir";-0,1375;0,7858;-0,2629;-0,1215;-0,418
"providentiel";0,3266;-1,5249;0,628;0,4546;0,4152
"honte";1,9406;-0,5019;0,7021;-0,8989;-0,7296
"division";0,3158;-1,7273;-0,4382;1,177;0,8609
"surpopulation";0,2793;-0,8412;-1,2628;0,4434;1,0406
"charles";-0,5149;2,0675;-0,2988;0,5648;-1,1306
"flagrant";-0,3607;0,5324;0,3511;0,3426;-0,473
"déroger";-0,2126;-0,3061;0,2565;0,2374;0,2925
"administrativement";-0,3822;-0,2189;-0,502;-0,232;0,7239
"laideur";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"réactionnaire";0,514;-0,239;0,3157;-0,1326;-0,3364
"foi";0,4239;0,4341;0,589;-0,2704;-0,6341
"inegalites";-0,4325;-0,4254;-0,251;-0,116;1,0979
"proportionnalité";1,1121;2,4495;0,2849;-0,9156;-2,3302
"détestable";0,2529;0,4492;0,5285;-0,2209;-0,5081
"secourir";1,0541;0,4025;0,3289;-0,127;-0,9392
"affiliation";-0,248;-0,9829;-0,6215;-0,2872;1,5816
"mât";0,3625;-0,1754;0,5509;-0,0663;-0,4142
"effondrement";-0,5035;0,4198;-0,3692;0,2523;0,3523
"pâtisser";1,1002;-0,4561;-0,2629;-0,1215;0,209
"cargo";-0,6292;3,8428;-0,5555;0,601;-2,0675
"rome";-0,9887;0,2891;-0,5737;-0,2651;0,994
"effectif";0,5555;-1,3464;-1,7101;0,4512;1,343
"handicapes";-0,2201;0,2735;0,8307;-0,2707;-0,3809
"handicaper";0,9409;4,4521;0,6748;1,7449;-6,041
"parceque";-0,5149;0,3467;0,8332;0,5648;-0,5125
"exemption";-1,1413;-1,4337;-0,4583;-0,6794;2,9646
"lentement";-0,5532;0,5579;0,3637;1,5079;-0,7377
"poisson";-0,7891;0,6966;-0,4958;0,4618;0,2796
"pathologies";-0,5208;-0,5253;-0,4787;-0,2789;1,0402
"churchill";-0,3296;0,693;0,4484;-0,0884;-0,4699
"pâques";-0,2275;0,2402;0,7091;-0,1657;-0,3145
"bloquer";-0,6438;0,7039;-0,603;-0,2436;0,32
"perenne";0,3371;-0,2003;-0,1554;0,817;-0,3573
"non_respect";-0,3648;1,119;-0,2886;-1,3367;-0,4326
"ayatollah";-0,2678;0,4325;-0,1554;-0,0718;0,2512
"réintégrer";-1,011;0,3527;-0,2036;-0,6297;0,6972
"assurance_vie";-0,9681;-2,108;-0,1978;-0,2596;3,0911
"repentance";-0,5149;-0,2597;0,3033;-0,1381;0,5256
"récipiendaire";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
"épicerie";1,8804;0,6566;-0,8127;-0,3756;-0,9605
"radier";0,3155;1,3532;1,1833;-0,3093;-1,6779
"cas";0,5212;-6,6647;0,5088;-2,0612;4,5093
"cap";1,0497;1,1695;1,6142;0,2565;-2,6662
"cat";-0,206;2,8241;-0,1195;-0,0552;-1,6296
"can";-0,5532;-1,5847;-0,6454;-0,2983;2,8397
"cam";-0,2678;-0,5831;-0,1554;-0,0718;1,1495
"cac";-0,4326;0,9945;0,7467;0,2519;-0,9193
"guadeloupe";0,2569;0,2945;-0,2032;0,7112;-0,4149
"caf";2,1203;8,9005;0,3487;-0,8276;-8,4829
"cae";-0,2266;1,0676;-0,1315;-0,0608;-0,4811
"cad";-0,6738;0,3897;-0,741;-0,3425;0,7703
"cloche";0,2743;-0,7176;-0,1912;0,7349;0,3841
"subjectivité";-0,3502;-0,3077;-0,2032;-0,0939;0,8185
"restitution";0,3781;-1,1362;-0,8486;-0,3922;1,4345
"dignement";1,4658;1,6246;-1,0765;-0,3829;-1,5053
"hébergement";-2,8025;0,5953;0,8856;-0,6939;0,5669
"sanctionnent";-0,2038;0,278;-0,3346;-0,1547;0,4057
"flanc";0,3141;0,3918;1,2676;-0,0773;-1,0074
"sécuriser";0,4656;1,5742;-3,0367;-0,891;-0,3722
"reseaux";-1,0505;-0,2109;-0,6095;-0,2817;1,1393
"reconversion";-1,8943;1,4122;-0,2635;-0,4773;-0,2841
"deplace";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"rebut";0,683;0,3652;0,2163;-0,1878;-0,551
"benne";2,364;-0,239;0,3157;0,58;-1,6558
"greenpeace";-0,9887;0,7275;0,4252;-0,2651;-0,2716
"redécoupage";-0,4943;-0,5188;-0,2868;-0,1326;1,3147
"vergogne";-0,6797;0,3888;-0,3944;-0,1823;0,6071
"décrocher";0,6341;0,5862;-0,3742;-0,3922;-0,4914
"légalisation";0,395;-5,427;-0,8189;-0,9501;4,361
"tjs";-0,4737;-0,4872;0,8921;0,5958;0,2378
"empiéter";-0,248;-0,3841;-0,6215;0,3153;0,6311
"intoxiquer";-0,2266;-0,1516;-0,1315;0,8842;0,1741
"paupériser";-0,2472;1,6186;-0,1434;-0,0663;-0,7818
"surmonter";-0,6432;-0,8304;-0,2899;-0,3314;1,6089
"étourdissement";-0,4119;0,2237;0,3734;-0,1105;0,3162
"incarcération";-0,2896;-0,496;1,8376;-0,1933;-0,3258
"métissage";1,0487;-0,1516;-0,1315;-0,0608;-0,4811
"essentiellement";-1,4898;-2,4517;0,797;-1,0563;2,9266
"échéant";0,267;-2,1214;0,5637;-1,4306;1,6565
"immigrant";-0,8195;-1,8239;0,4402;0,6415;1,4425
"laïcité";-1,1722;-8,5425;-2,0916;0,8249;8,8088
"has_been";0,8692;-0,226;-0,1673;-0,0773;-0,3088
"cachet";-0,3708;0,5905;-0,2151;-0,0994;0,2441
"désolé";0,2529;0,4925;0,6986;0,5351;-0,8482
"obligation";0,5256;2,158;-0,5646;0,3728;-1,6374
"card";-0,206;0,1911;-0,1195;-0,0552;0,3713
"care";-0,309;-0,6728;0,4708;-0,0829;0,6842
"vestige";0,3625;-0,1754;-0,1434;-0,0663;0,2114
"lucratif";-0,3636;-0,7367;-1,3229;-0,2913;1,3891
"presidentielles";0,391;0,5307;-0,1315;0,8842;-0,8929
"toulouse";-0,5688;-1,0406;0,7491;0,5638;0,6039
"faux_semblant";-0,206;-0,4485;0,6188;-0,0552;0,3713
"xx";1,3021;-1,2663;-0,3299;-0,5689;0,5683
"omission";-0,3708;0,2684;-0,2151;-0,0994;0,4822
"invasion";0,7555;0,4212;-0,6077;-0,1913;-0,4405
"message";-0,5786;-0,4403;-0,8706;-0,6987;1,1811
"creche";-0,5149;-1,1213;-0,2988;-0,1381;2,2107
"proportionné";-0,5812;0,383;-0,4631;1,0659;0,2546
"nutrition";0,8262;2,2542;-0,3466;0,5108;-2,4602
"taxation";-2,1998;-1,144;-2,0102;-0,4913;3,9017
"espece";-0,206;0,5907;-0,1195;-0,0552;-0,2406
"spéculer";-0,5149;0,6458;-0,2988;-0,1381;0,3004
"quai";-0,3191;-0,5124;-0,4548;-0,4474;1,0068
"x1";-0,2678;-0,5831;-0,1554;-0,0718;1,1495
"television";-0,4737;-0,4872;-0,2749;0,5958;0,7529
"budgétairement";-0,206;1,9218;-0,1195;0,9229;-1,6296
"pourtour";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"confort";-0,3648;-0,4747;-2,3219;0,3065;1,1829
"delit";1,6084;-0,6279;0,4952;-0,0773;-0,6042
"contreviennent";-0,4531;-0,1994;-0,2629;-0,1215;0,6962
"exaspérant";0,2569;0,6393;-0,2032;-0,0939;-0,4149
"déguiser";0,694;-0,7444;0,4793;0,9889;-0,4591
"gandhi";-0,4325;-0,1807;0,3576;-0,116;0,355
"canadienne";-0,1809;-1,1661;0,2915;-0,1436;0,9291
"polluera";0,9826;0,4784;1,3916;-0,0663;-1,8852
"hurler";-0,287;-0,4606;-0,2606;0,2929;0,5633
"autarcie";-0,2472;-0,1754;2,4365;0,8491;-1,2722
"simulateur";-0,7827;-0,5754;-0,1402;-0,2099;1,2062
"anticorruption";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"duplication";0,2128;-0,897;0,3734;-0,1105;0,5865
"maine";-0,2472;4,3534;-0,1434;-0,0663;-2,623
"éme";0,2569;0,2945;-0,2032;-0,0939;0,2109
"benevolat";0,7648;-0,3958;0,2412;-0,1712;-0,2848
"joli";0,2232;-0,2336;0,4864;0,3755;-0,4036
"only";-0,4943;-1,0764;-0,2868;-0,1326;2,1222
"surfrider";-0,2884;-0,6279;-0,1673;-0,0773;1,238
"briller";-0,6591;1,98;-0,3824;-0,1768;-0,6473
"autochtone";0,3377;-1,0451;-0,2463;-0,2983;0,9637
"recuperation";0,5953;0,84;-0,251;0,6301;-1,1196
"chantal";-0,4737;-0,2189;-0,2749;0,5958;0,4373
"ultralibéral";-0,3914;-0,8522;-0,2271;-0,1049;1,6801
"incivilite";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"jurisprudences";2,3807;-0,2525;-0,1793;-0,0829;-0,8995
"amande";-0,2845;-0,6549;-0,1858;0,5947;0,4964
"cahuzac";0,8528;-0,4276;0,4678;0,6027;-0,6469
"amoureux";1,0487;1,0676;0,583;-0,0608;-2,1133
"voisinage";0,2907;0,5483;-0,4773;-0,4258;-0,2902
"profond";-1,3637;-1,3061;1,0234;0,7234;0,9927
"communautes";-0,3708;0,2684;1,0726;0,6891;-0,6455
"déviant";0,9552;0,2574;-0,3742;0,2257;-0,4914
"communautariste";-0,7003;0,3652;-0,4063;-0,1878;0,6509
"stérilisation";-0,3914;-0,3654;-0,2271;0,6682;0,5336
"reconditionnés";-0,8857;-1,1744;-0,5139;0,3755;2,0483
"horreur";0,2898;-1,2405;0,5223;-0,5634;0,8697
"prédire";0,2932;0,3557;-0,1793;1,8229;-0,8995
"incivilité";-0,8952;-3,2604;-0,3078;0,3688;3,0281
"ongle";-0,2678;0,8918;-0,1554;-0,0718;-0,3573
"actualisés";1,907;-0,1516;-0,1315;-0,0608;-0,8929
"installation";5,3288;7,6593;2,5882;1,939;-17,3912
"dégradé";-1,2976;-0,2397;-0,3124;-0,348;1,0681
"crisper";-0,2884;0,3918;-0,1673;-0,0773;0,2934
"révocation";-0,9003;-0,3256;-1,1942;-0,4072;1,3862
"médicalisés";0,3371;0,4325;0,5218;-0,0718;-0,6866
"mont";0,5953;-0,1807;0,9579;-0,116;-0,7546
"intégralement";-0,4284;0,5539;0,4188;-0,7703;-0,3009
"injustifiable";1,5621;-0,348;0,8121;-0,2762;-0,9301
"representatif";0,3625;0,4784;-0,1434;-0,0663;-0,4142
"chiffré";-0,2936;0,2766;-0,805;0,3439;0,4622
"marxiste";-0,4325;-0,9419;-0,251;-0,116;1,857
"syndicalisation";-0,9887;3,2588;0,4252;-0,2651;-1,6487
"non_assistance";1,1227;0,1911;-0,1195;-0,0552;-0,5605
"désordre";0,582;-0,3648;-0,271;-0,1732;0,2594
"informel";0,7948;-0,3718;-0,3585;-0,1657;0,2879
"absence";-0,7096;-1,7078;-0,4334;-0,6175;2,2164
"maladroit";0,6949;-0,8073;-0,2151;-0,0994;0,4822
"cortège";0,9309;-1,1661;-0,3107;-0,1436;0,5717
"informer";-1,4635;0,6697;-0,7914;0,6819;0,5214
"ubuesques";-0,7003;0,6246;0,628;-0,1878;-0,3566
"enquêter";-0,2293;0,666;0,4034;0,3274;-0,7025
"sectorisation";-0,6797;-0,8182;-0,3944;-0,1823;1,9911
"flacon";0,3371;-0,2003;-0,1554;-0,0718;0,2512
"électifs";-0,7888;0,7891;-0,3;-0,5413;0,3435
"argent";4,92;4,0207;4,7518;3,423;-15,0621
"multiculturel";-0,2643;-0,8182;0,2242;-0,1823;0,9259
"graffiti";-1,3182;-0,9386;-0,7649;0,7123;1,8315
"these";-0,5767;-1,2558;7,4614;-0,1547;-1,2336
"rapporter";0,8945;-0,5383;-0,3426;-0,5085;0,3231
"explication";0,6436;-0,3446;-0,676;0,3973;-0,2925
"trice";-0,206;1,174;-0,1195;-0,0552;-0,5605
"thunberg";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"orientation";1,0504;1,286;1,1538;1,1153;-3,0113
"chiffre";0,3169;-3,4222;-1,041;-1,8001;4,0184
"commander";0,49;0,3918;0,3374;0,3334;-0,6037
"utile";0,733;-0,9318;-1,3496;-1,6915;1,3687
"référé";-0,3296;-0,2797;-0,1912;-0,0884;0,7508
"infirmier";0,7153;0,9152;-0,9238;-1,3415;-0,4567
"noble";1,0238;0,5107;0,3983;-0,464;-0,8864
"fessée";0,6949;1,0315;0,4082;0,6891;-2,0028
"préconisations";-0,5473;0,479;0,3964;-0,3741;0,2718
"entrepôt";-0,4531;-0,1994;-0,2629;-0,1215;0,6962
"severe";0,3141;-0,226;0,4952;-0,0773;-0,3088
"extensible";-0,5149;-0,2597;0,3033;-0,1381;0,5256
"déferlement";0,241;0,5905;0,4082;-0,0994;-0,6455
"sylviculture";-0,2266;1,0676;0,583;-0,0608;-0,8929
"défrayer";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"louable";-0,1935;0,3229;-0,5498;0,3537;0,2839
"agresseur";0,3781;-0,7902;-0,8486;0,2257;0,871
"domicile";-0,6584;1,6997;0,4207;0,3738;-1,07
"éminemment";-0,6591;-0,7838;-0,3824;1,2097;0,8723
"envie";-0,4351;0,4461;-0,3879;-1,1971;0,5036
"fiable";1,1631;0,2926;0,296;-0,3954;-0,6379
"viser";-1,8189;-3,189;0,4051;-0,6944;4,1255
"certifié";-0,3418;0,4745;-0,1463;-0,2154;0,245
"diététique";-0,2678;-0,5831;-0,1554;-0,0718;1,1495
"miracle";-0,3635;-0,9762;0,3964;0,5154;0,6502
"déconsommation";-0,2884;-0,6279;-0,1673;-0,0773;1,238
"instituer";-0,5797;0,3431;-2,2359;-0,5884;1,1764
"requérir";-1,5489;-2,2205;-1,073;-0,9854;4,858
"neutraliser";0,4122;-0,7194;-0,8127;-0,3756;1,0024
"répréhensible";-1,2976;-0,2397;1,0362;-0,348;0,4303
"seing";-0,148;0,4025;-0,2749;-0,127;0,2378
"equivalent";0,4902;-0,5507;-0,2988;-0,1381;0,5256
"seine";-2,8631;-4,1215;-0,5698;-0,7678;7,6451
"robotiser";1,1002;-0,1994;-0,2629;-0,1215;-0,418
"src";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"superviser";-0,4098;-0,2487;-0,178;-0,243;0,5607
"sru";-0,1587;-1,0764;-0,2868;-0,1326;1,3147
"persécuter";-0,7356;0,4955;-0,7888;-0,3646;0,6947
"déroutant";0,391;0,5307;0,583;-0,0608;-0,8929
"automobiliste";0,6738;-0,7587;0,3388;0,6615;-0,3075
"inclusion";-0,7969;-1,0129;-1,3616;-0,9887;2,8257
"copier";-0,5557;0,6404;2,6362;0,4163;-1,3995
"loi";-2,7312;-2,6137;-0,4259;1,7624;3,221
"socle";1,1121;-0,7486;-0,473;-1,5853;0,5922
"bisounours";0,8692;-0,226;-0,1673;-0,0773;-0,3088
"lot";-1,0738;-0,2887;0,3752;-0,4805;0,7831
"yvelines";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"réélire";0,3052;-0,3415;1,0185;-0,7899;-0,3211
"especes";0,683;0,6246;0,628;0,4546;-1,4341
"patrimonial";-0,4325;-0,9419;-0,251;-0,116;1,857
"psychosociaux";-0,2678;-0,2003;-0,1554;-0,0718;0,5545
"releve";-0,3296;1,1898;-0,1912;-0,0884;-0,4699
"bétonnage";0,4292;1,4311;-0,1978;0,3468;-1,399
"sélectivité";1,1227;0,1911;-0,1195;-0,0552;-0,5605
"mensuellement";-1,0079;-0,5481;-0,2164;-0,4585;1,3544
"arabo";-0,3914;0,245;-0,2271;-0,1049;0,5336
"stérile";1,0013;-0,5957;-1,1069;-0,3741;0,5331
"juin";-0,7482;-1,7841;-0,2389;-0,2654;2,1722
"débordement";0,4684;0,7247;-0,4714;0,5492;-0,7444
"juif";-1,1259;-3,1477;-0,2657;-0,722;3,8981
"expropriation";-0,3502;-0,3077;-0,2032;-0,0939;0,8185
"malmener";0,7874;-0,4856;-0,1912;-0,2541;0,2839
"gagnant";-0,3237;-0,9795;0,4609;-0,4897;0,8439
"fiscal";-5,4904;-1,3772;-0,435;-1,4209;5,3187
"grignotage";0,3371;0,4325;3,4965;-0,0718;-2,3622
"relevé";-0,7013;-0,7672;-0,7776;-0,6518;1,9889
"biaisé";-1,7302;0,3538;-1,0039;0,5421;0,8876
"systématiser";-0,7771;-0,5677;-0,3856;-0,8341;1,4448
"pluvial";3,5386;4,2837;1,3643;-0,1602;-9,4661
"élitiste";-1,2359;0,4266;-0,2899;-0,3314;0,6984
"facilement";-1,4259;-1,8839;0,2879;0,4431;2,2702
"voute";-0,7209;-1,5698;0,2088;-0,1933;2,1454
"mutilé";0,4229;-0,4485;-0,1195;-0,0552;0,3713
"raccorder";-0,2643;0,3888;0,2242;-0,1823;0,2271
"déscolarisés";-0,2678;0,4325;0,5218;3,2799;-1,6889
"exemplaire";-0,6351;0,6997;0,7573;-1,0454;-0,3885
"guichet";0,5487;-3,7775;0,2829;-0,4242;2,1395
"attribution";2,1193;-0,8546;1,7216;-0,8727;-0,8384
"cuisiné";1,0107;0,6891;0,3157;-0,1326;-1,2246
"estaing";-0,2275;-0,7157;-0,3585;-0,1657;1,1763
"utilite";-0,2022;-0,5082;-0,1978;-0,2596;0,6729
"louis";-0,2051;-0,2922;-0,343;-0,3701;0,5398
"generaliser";0,2743;0,3234;0,4484;-0,0884;-0,4699
"plain";0,3141;0,3918;0,4952;1,8815;-1,518
"argumentaire";1,4114;0,278;0,2698;-0,1547;-0,8906
"colossal";1,0465;-0,5539;-0,6502;-0,3632;0,383
"revisiter";-0,2278;-0,5157;-0,8366;-0,3866;1,0847
"banalisation";-0,2275;-0,7157;-0,3585;-0,1657;1,1763
"éclater";-0,3175;0,2785;-0,7051;1,4104;-0,2715
"nano";1,1227;0,1911;-0,1195;-0,0552;-0,5605
"déclencheur";0,2932;1,2808;0,4708;-0,0829;-1,368
"passivité";0,4465;-1,211;0,2804;-0,1491;0,619
"iran";-0,4531;0,4339;-0,2629;-0,1215;0,3954
"labo";-0,1849;0,8304;-0,1846;0,3607;-0,7115
"indicateur";-3,0141;-6,4845;-1,2205;1,4787;7,5399
"externe";-0,4949;0,3218;-1,7569;-0,812;1,1135
"selective";-0,206;-0,4485;-0,1195;0,9229;0,3713
"tramer";-0,2678;0,8918;-0,1554;0,817;-0,6866
"multiforme";-0,3502;-0,3077;-0,2032;-0,0939;0,8185
